Start runing encode (mbh, subshot_060_1.0, dev11, 1117, 1152) at 05-Aug-2013 17:21:02
Finish runing encode (mbh, subshot_060_1.0, test12, 298, 308) at 06-Aug-2013 01:10:22
Start runing encode (mbh, subshot_060_1.0, test12, 584, 594) at 06-Aug-2013 01:10:25
Start runing encode (mbh, subshot_060_1.0, test12, 606, 616) at 06-Aug-2013 01:10:25
Start runing encode (mbh, subshot_060_1.0, test12, 617, 627) at 06-Aug-2013 01:10:25
Finish runing encode (mbh, subshot_060_1.0, test12, 254, 264) at 06-Aug-2013 01:10:31
Finish runing encode (mbh, subshot_060_1.0, test12, 100, 110) at 06-Aug-2013 01:10:35
Finish runing encode (mbh, subshot_060_1.0, test12, 265, 275) at 06-Aug-2013 01:10:37
Finish runing encode (mbh, subshot_060_1.0, test12, 331, 341) at 06-Aug-2013 01:10:38
Finish runing encode (mbh, subshot_060_1.0, test12, 342, 352) at 06-Aug-2013 01:10:39
Start runing encode (mbh, subshot_060_1.0, test12, 628, 638) at 06-Aug-2013 01:10:40
Start runing encode (mbh, subshot_060_1.0, test12, 661, 671) at 06-Aug-2013 01:10:55
Finish runing encode (mbh, subshot_060_1.0, test12, 232, 242) at 06-Aug-2013 01:11:00
Finish runing encode (mbh, subshot_060_1.0, test12, 243, 253) at 06-Aug-2013 01:11:07
Start runing encode (mbh, subshot_060_1.0, test12, 672, 682) at 06-Aug-2013 01:11:11
Finish runing encode (mbh, subshot_060_1.0, test12, 353, 363) at 06-Aug-2013 01:11:14
Finish runing encode (mbh, subshot_060_1.0, test12, 364, 374) at 06-Aug-2013 01:11:22
Finish runing encode (mbh, subshot_060_1.0, test12, 375, 385) at 06-Aug-2013 01:11:24
Start runing encode (mbh, subshot_060_1.0, test12, 683, 693) at 06-Aug-2013 01:11:25
Start runing encode (mbh, subshot_060_1.0, test12, 694, 704) at 06-Aug-2013 01:11:25
Finish runing encode (mbh, subshot_060_1.0, test12, 419, 429) at 06-Aug-2013 01:11:31
Start runing encode (mbh, subshot_060_1.0, test12, 716, 726) at 06-Aug-2013 01:11:40
Start runing encode (mbh, subshot_060_1.0, test12, 727, 737) at 06-Aug-2013 01:11:40
Start runing encode (mbh, subshot_060_1.0, test12, 705, 715) at 06-Aug-2013 01:11:40
Finish runing encode (mbh, subshot_060_1.0, test12, 430, 440) at 06-Aug-2013 01:11:46
Start runing encode (mbh, subshot_060_1.0, test12, 738, 748) at 06-Aug-2013 01:11:56
Finish runing encode (mbh, subshot_060_1.0, test12, 386, 396) at 06-Aug-2013 01:12:03
Finish runing encode (mbh, subshot_060_1.0, test12, 441, 451) at 06-Aug-2013 01:12:08
Start runing encode (mbh, subshot_060_1.0, test12, 749, 759) at 06-Aug-2013 01:12:10
Start runing encode (mbh, subshot_060_1.0, test12, 760, 770) at 06-Aug-2013 01:12:10
Finish runing encode (mbh, subshot_060_1.0, test12, 463, 473) at 06-Aug-2013 01:12:20
Start runing encode (mbh, subshot_060_1.0, test12, 771, 781) at 06-Aug-2013 01:12:25
Start runing encode (mbh, subshot_060_1.0, test12, 782, 792) at 06-Aug-2013 01:12:26
Start runing encode (mbh, subshot_060_1.0, test12, 793, 803) at 06-Aug-2013 01:12:26
Finish runing encode (mbh, subshot_060_1.0, test12, 408, 418) at 06-Aug-2013 01:12:35
Finish runing encode (mbh, subshot_060_1.0, test12, 474, 484) at 06-Aug-2013 01:12:39
Start runing encode (mbh, subshot_060_1.0, test12, 804, 814) at 06-Aug-2013 01:12:42
Finish runing encode (mbh, subshot_060_1.0, test12, 485, 495) at 06-Aug-2013 01:12:48
Finish runing encode (mbh, subshot_060_1.0, test12, 529, 539) at 06-Aug-2013 01:12:50
Finish runing encode (mbh, subshot_060_1.0, test12, 452, 462) at 06-Aug-2013 01:12:51
Start runing encode (mbh, subshot_060_1.0, test12, 826, 836) at 06-Aug-2013 01:12:55
Start runing encode (mbh, subshot_060_1.0, test12, 815, 825) at 06-Aug-2013 01:12:55
Start runing encode (mbh, subshot_060_1.0, test12, 837, 847) at 06-Aug-2013 01:12:55
Start runing encode (mbh, subshot_060_1.0, test12, 848, 858) at 06-Aug-2013 01:12:55
Finish runing encode (mbh, subshot_060_1.0, test12, 518, 528) at 06-Aug-2013 01:12:59
Finish runing encode (mbh, subshot_060_1.0, test12, 397, 407) at 06-Aug-2013 01:13:02
Finish runing encode (mbh, subshot_060_1.0, test12, 496, 506) at 06-Aug-2013 01:13:06
Start runing encode (mbh, subshot_060_1.0, test12, 859, 869) at 06-Aug-2013 01:13:10
Start runing encode (mbh, subshot_060_1.0, test12, 870, 880) at 06-Aug-2013 01:13:10
Finish runing encode (mbh, subshot_060_1.0, test12, 507, 517) at 06-Aug-2013 01:13:11
Finish runing encode (mbh, subshot_060_1.0, test12, 540, 550) at 06-Aug-2013 01:13:21
Finish runing encode (mbh, subshot_060_1.0, test12, 617, 627) at 06-Aug-2013 01:13:23
Start runing encode (mbh, subshot_060_1.0, test12, 892, 902) at 06-Aug-2013 01:13:25
Start runing encode (mbh, subshot_060_1.0, test12, 881, 891) at 06-Aug-2013 01:13:25
Finish runing encode (mbh, subshot_060_1.0, test12, 606, 616) at 06-Aug-2013 01:13:37
Finish runing encode (mbh, subshot_060_1.0, test12, 551, 561) at 06-Aug-2013 01:13:39
Start runing encode (mbh, subshot_060_1.0, test12, 914, 924) at 06-Aug-2013 01:13:40
Start runing encode (mbh, subshot_060_1.0, test12, 903, 913) at 06-Aug-2013 01:13:40
Finish runing encode (mbh, subshot_060_1.0, test12, 562, 572) at 06-Aug-2013 01:13:51
Finish runing encode (mbh, subshot_060_1.0, test12, 573, 583) at 06-Aug-2013 01:13:54
Start runing encode (mbh, subshot_060_1.0, test12, 936, 946) at 06-Aug-2013 01:13:55
Finish runing encode (mbh, subshot_060_1.0, test12, 628, 638) at 06-Aug-2013 01:13:55
Finish runing encode (mbh, subshot_060_1.0, test12, 595, 605) at 06-Aug-2013 01:13:56
Start runing encode (mbh, subshot_060_1.0, test12, 958, 968) at 06-Aug-2013 01:14:10
Start runing encode (mbh, subshot_060_1.0, test12, 947, 957) at 06-Aug-2013 01:14:11
Start runing encode (mbh, subshot_060_1.0, test12, 969, 979) at 06-Aug-2013 01:14:25
Start runing encode (mbh, subshot_060_1.0, test12, 980, 990) at 06-Aug-2013 01:14:25
Finish runing encode (mbh, subshot_060_1.0, test12, 584, 594) at 06-Aug-2013 01:14:29
Finish runing encode (mbh, subshot_060_1.0, test12, 661, 671) at 06-Aug-2013 01:14:36
Finish runing encode (mbh, subshot_060_1.0, test12, 639, 649) at 06-Aug-2013 01:14:38
Start runing encode (mbh, subshot_060_1.0, test12, 991, 1001) at 06-Aug-2013 01:14:40
Start runing encode (mbh, subshot_060_1.0, test12, 1002, 1012) at 06-Aug-2013 01:14:41
Start runing encode (mbh, subshot_060_1.0, test12, 1013, 1023) at 06-Aug-2013 01:14:55
Start runing encode (mbh, subshot_060_1.0, test12, 1024, 1034) at 06-Aug-2013 01:14:56
Finish runing encode (mbh, subshot_060_1.0, test12, 672, 682) at 06-Aug-2013 01:14:56
Finish runing encode (mbh, subshot_060_1.0, test12, 694, 704) at 06-Aug-2013 01:14:56
Finish runing encode (mbh, subshot_060_1.0, test12, 716, 726) at 06-Aug-2013 01:15:01
Finish runing encode (mbh, subshot_060_1.0, test12, 650, 660) at 06-Aug-2013 01:15:04
Start runing encode (mbh, subshot_060_1.0, test12, 1035, 1045) at 06-Aug-2013 01:15:10
Start runing encode (mbh, subshot_060_1.0, test12, 1046, 1056) at 06-Aug-2013 01:15:11
Finish runing encode (mbh, subshot_060_1.0, test12, 705, 715) at 06-Aug-2013 01:15:14
Finish runing encode (mbh, subshot_060_1.0, test12, 683, 693) at 06-Aug-2013 01:15:21
Start runing encode (mbh, subshot_060_1.0, test12, 1068, 1078) at 06-Aug-2013 01:15:25
Start runing encode (mbh, subshot_060_1.0, test12, 1079, 1089) at 06-Aug-2013 01:15:25
Finish runing encode (mbh, subshot_060_1.0, test12, 727, 737) at 06-Aug-2013 01:15:25
Finish runing encode (mbh, subshot_060_1.0, test12, 738, 748) at 06-Aug-2013 01:15:35
Start runing encode (mbh, subshot_060_1.0, test12, 1090, 1100) at 06-Aug-2013 01:15:40
Start runing encode (mbh, subshot_060_1.0, test12, 1101, 1111) at 06-Aug-2013 01:15:40
Finish runing encode (mbh, subshot_060_1.0, test12, 760, 770) at 06-Aug-2013 01:15:42
Finish runing encode (mbh, subshot_060_1.0, test12, 771, 781) at 06-Aug-2013 01:15:53
Start runing encode (mbh, subshot_060_1.0, test12, 1112, 1122) at 06-Aug-2013 01:15:55
Finish runing encode (mbh, subshot_060_1.0, test12, 804, 814) at 06-Aug-2013 01:16:03
Start runing encode (mbh, subshot_060_1.0, test12, 1134, 1144) at 06-Aug-2013 01:16:10
Start runing encode (mbh, subshot_060_1.0, test12, 1123, 1133) at 06-Aug-2013 01:16:10
Start runing encode (mbh, subshot_060_1.0, test12, 1145, 1155) at 06-Aug-2013 01:16:10
Finish runing encode (mbh, subshot_060_1.0, test12, 749, 759) at 06-Aug-2013 01:16:24
Start runing encode (mbh, subshot_060_1.0, test12, 1156, 1166) at 06-Aug-2013 01:16:26
Finish runing encode (mbh, subshot_060_1.0, test12, 782, 792) at 06-Aug-2013 01:16:31
Finish runing encode (mbh, subshot_060_1.0, test12, 837, 847) at 06-Aug-2013 01:16:31
Finish runing encode (mbh, subshot_060_1.0, test12, 826, 836) at 06-Aug-2013 01:16:33
Finish runing encode (mbh, subshot_060_1.0, test12, 881, 891) at 06-Aug-2013 01:16:39
Start runing encode (mbh, subshot_060_1.0, test12, 1167, 1177) at 06-Aug-2013 01:16:40
Start runing encode (mbh, subshot_060_1.0, test12, 1178, 1188) at 06-Aug-2013 01:16:40
Finish runing encode (mbh, subshot_060_1.0, test12, 815, 825) at 06-Aug-2013 01:16:44
Finish runing encode (mbh, subshot_060_1.0, test12, 870, 880) at 06-Aug-2013 01:16:44
Finish runing encode (mbh, subshot_060_1.0, test12, 793, 803) at 06-Aug-2013 01:16:46
Finish runing encode (mbh, subshot_060_1.0, test12, 859, 869) at 06-Aug-2013 01:16:52
Start runing encode (mbh, subshot_060_1.0, test12, 1222, 1232) at 06-Aug-2013 01:16:55
Start runing encode (mbh, subshot_060_1.0, test12, 1211, 1221) at 06-Aug-2013 01:16:55
Start runing encode (mbh, subshot_060_1.0, test12, 1200, 1210) at 06-Aug-2013 01:16:55
Finish runing encode (mbh, subshot_060_1.0, test12, 958, 968) at 06-Aug-2013 01:16:58
Finish runing encode (mbh, subshot_060_1.0, test12, 903, 913) at 06-Aug-2013 01:16:59
Start runing encode (mbh, subshot_060_1.0, test12, 1233, 1243) at 06-Aug-2013 01:17:10
Start runing encode (mbh, subshot_060_1.0, test12, 1244, 1254) at 06-Aug-2013 01:17:10
Finish runing encode (mbh, subshot_060_1.0, test12, 914, 924) at 06-Aug-2013 01:17:17
Finish runing encode (mbh, subshot_060_1.0, test12, 947, 957) at 06-Aug-2013 01:17:25
Start runing encode (mbh, subshot_060_1.0, test12, 1255, 1265) at 06-Aug-2013 01:17:25
Finish runing encode (mbh, subshot_060_1.0, test12, 980, 990) at 06-Aug-2013 01:17:33
Finish runing encode (mbh, subshot_060_1.0, test12, 936, 946) at 06-Aug-2013 01:17:40
Finish runing encode (mbh, subshot_060_1.0, test12, 925, 935) at 06-Aug-2013 01:17:40
Start runing encode (mbh, subshot_060_1.0, test12, 1266, 1276) at 06-Aug-2013 01:17:40
Start runing encode (mbh, subshot_060_1.0, test12, 1277, 1287) at 06-Aug-2013 01:17:41
Finish runing encode (mbh, subshot_060_1.0, test12, 892, 902) at 06-Aug-2013 01:17:45
Start runing encode (mbh, subshot_060_1.0, test12, 1288, 1298) at 06-Aug-2013 01:17:55
Start runing encode (mbh, subshot_060_1.0, test12, 1310, 1320) at 06-Aug-2013 01:17:56
Start runing encode (mbh, subshot_060_1.0, test12, 1299, 1309) at 06-Aug-2013 01:17:56
Start runing encode (mbh, subshot_060_1.0, test12, 1321, 1331) at 06-Aug-2013 01:18:11
Finish runing encode (mbh, subshot_060_1.0, test12, 1035, 1045) at 06-Aug-2013 01:18:18
Finish runing encode (mbh, subshot_060_1.0, test12, 969, 979) at 06-Aug-2013 01:18:19
Start runing encode (mbh, subshot_060_1.0, test12, 1332, 1342) at 06-Aug-2013 01:18:25
Finish runing encode (mbh, subshot_060_1.0, test12, 991, 1001) at 06-Aug-2013 01:18:39
Start runing encode (mbh, subshot_060_1.0, test12, 1354, 1364) at 06-Aug-2013 01:18:40
Finish runing encode (mbh, subshot_060_1.0, test12, 1002, 1012) at 06-Aug-2013 01:18:47
Finish runing encode (mbh, subshot_060_1.0, test12, 1024, 1034) at 06-Aug-2013 01:18:48
Start runing encode (mbh, subshot_060_1.0, test12, 1365, 1375) at 06-Aug-2013 01:18:56
Finish runing encode (mbh, subshot_060_1.0, test12, 1046, 1056) at 06-Aug-2013 01:19:00
Finish runing encode (mbh, subshot_060_1.0, test12, 1145, 1155) at 06-Aug-2013 01:19:06
Finish runing encode (mbh, subshot_060_1.0, test12, 1090, 1100) at 06-Aug-2013 01:19:09
Start runing encode (mbh, subshot_060_1.0, test12, 1387, 1397) at 06-Aug-2013 01:19:10
Finish runing encode (mbh, subshot_060_1.0, test12, 1013, 1023) at 06-Aug-2013 01:19:10
Start runing encode (mbh, subshot_060_1.0, test12, 1398, 1408) at 06-Aug-2013 01:19:10
Start runing encode (mbh, subshot_060_1.0, test12, 1409, 1419) at 06-Aug-2013 01:19:11
Finish runing encode (mbh, subshot_060_1.0, test12, 1134, 1144) at 06-Aug-2013 01:19:12
Finish runing encode (mbh, subshot_060_1.0, test12, 1057, 1067) at 06-Aug-2013 01:19:16
Finish runing encode (mbh, subshot_060_1.0, test12, 1112, 1122) at 06-Aug-2013 01:19:22
Start runing encode (mbh, subshot_060_1.0, test12, 1431, 1441) at 06-Aug-2013 01:19:25
Start runing encode (mbh, subshot_060_1.0, test12, 1420, 1430) at 06-Aug-2013 01:19:26
Start runing encode (mbh, subshot_060_1.0, test12, 1442, 1452) at 06-Aug-2013 01:19:26
Finish runing encode (mbh, subshot_060_1.0, test12, 1123, 1133) at 06-Aug-2013 01:19:31
Finish runing encode (mbh, subshot_060_1.0, test12, 1079, 1089) at 06-Aug-2013 01:19:37
Finish runing encode (mbh, subshot_060_1.0, test12, 1101, 1111) at 06-Aug-2013 01:19:37
Start runing encode (mbh, subshot_060_1.0, test12, 1453, 1463) at 06-Aug-2013 01:19:40
Start runing encode (mbh, subshot_060_1.0, test12, 1464, 1474) at 06-Aug-2013 01:19:40

Start runing encode (mbh, subshot_060_1.0, test12, 1475, 1485) at 06-Aug-2013 01:19:55
Start runing encode (mbh, subshot_060_1.0, test12, 1486, 1496) at 06-Aug-2013 01:20:10
Start runing encode (mbh, subshot_060_1.0, test12, 1497, 1507) at 06-Aug-2013 01:20:25
Start runing encode (mbh, subshot_060_1.0, test12, 1508, 1518) at 06-Aug-2013 01:20:25
Finish runing encode (mbh, subshot_060_1.0, test12, 1222, 1232) at 06-Aug-2013 01:20:29
Finish runing encode (mbh, subshot_060_1.0, test12, 1156, 1166) at 06-Aug-2013 01:20:35
Start runing encode (mbh, subshot_060_1.0, test12, 1519, 1529) at 06-Aug-2013 01:20:41
Start runing encode (mbh, subshot_060_1.0, test12, 1530, 1540) at 06-Aug-2013 01:20:41
Finish runing encode (mbh, subshot_060_1.0, test12, 1277, 1287) at 06-Aug-2013 01:20:42
Finish runing encode (mbh, subshot_060_1.0, test12, 1288, 1298) at 06-Aug-2013 01:20:43
Finish runing encode (mbh, subshot_060_1.0, test12, 1255, 1265) at 06-Aug-2013 01:20:49
Finish runing encode (mbh, subshot_060_1.0, test12, 1178, 1188) at 06-Aug-2013 01:20:53
Start runing encode (mbh, subshot_060_1.0, test12, 1541, 1551) at 06-Aug-2013 01:20:55
Start runing encode (mbh, subshot_060_1.0, test12, 1552, 1562) at 06-Aug-2013 01:20:55
Start runing encode (mbh, subshot_060_1.0, test12, 1563, 1573) at 06-Aug-2013 01:20:56
Start runing encode (mbh, subshot_060_1.0, test12, 1574, 1584) at 06-Aug-2013 01:21:10
Finish runing encode (mbh, subshot_060_1.0, test12, 1167, 1177) at 06-Aug-2013 01:21:16
Finish runing encode (mbh, subshot_060_1.0, test12, 1211, 1221) at 06-Aug-2013 01:21:18
Finish runing encode (mbh, subshot_060_1.0, test12, 1189, 1199) at 06-Aug-2013 01:21:25
Start runing encode (mbh, subshot_060_1.0, test12, 1585, 1595) at 06-Aug-2013 01:21:25
Finish runing encode (mbh, subshot_060_1.0, test12, 1266, 1276) at 06-Aug-2013 01:21:26
Finish runing encode (mbh, subshot_060_1.0, test12, 1310, 1320) at 06-Aug-2013 01:21:28
Finish runing encode (mbh, subshot_060_1.0, test12, 1321, 1331) at 06-Aug-2013 01:21:31
Finish runing encode (mbh, subshot_060_1.0, test12, 1233, 1243) at 06-Aug-2013 01:21:31
Finish runing encode (mbh, subshot_060_1.0, test12, 1200, 1210) at 06-Aug-2013 01:21:37
Finish runing encode (mbh, subshot_060_1.0, test12, 1299, 1309) at 06-Aug-2013 01:21:39
Start runing encode (mbh, subshot_060_1.0, test12, 1618, 1628) at 06-Aug-2013 01:21:41
Start runing encode (mbh, subshot_060_1.0, test12, 1629, 1639) at 06-Aug-2013 01:21:41
Finish runing encode (mbh, subshot_060_1.0, test12, 1343, 1353) at 06-Aug-2013 01:21:42
Finish runing encode (mbh, subshot_060_1.0, test12, 1332, 1342) at 06-Aug-2013 01:21:47
Start runing encode (mbh, subshot_060_1.0, test12, 1651, 1661) at 06-Aug-2013 01:21:55
Start runing encode (mbh, subshot_060_1.0, test12, 1640, 1650) at 06-Aug-2013 01:21:56
Finish runing encode (mbh, subshot_060_1.0, test12, 1244, 1254) at 06-Aug-2013 01:22:04
Start runing encode (mbh, subshot_060_1.0, test12, 1673, 1683) at 06-Aug-2013 01:22:10
Finish runing encode (mbh, subshot_060_1.0, test12, 1354, 1364) at 06-Aug-2013 01:22:22
Start runing encode (mbh, subshot_060_1.0, test12, 1695, 1705) at 06-Aug-2013 01:22:26
Finish runing encode (mbh, subshot_060_1.0, test12, 1442, 1452) at 06-Aug-2013 01:22:27
Finish runing encode (mbh, subshot_060_1.0, test12, 1464, 1474) at 06-Aug-2013 01:22:41
Start runing encode (mbh, subshot_060_1.0, test12, 1728, 1738) at 06-Aug-2013 01:22:41
Start runing encode (mbh, subshot_060_1.0, test12, 1706, 1716) at 06-Aug-2013 01:22:41
Start runing encode (mbh, subshot_060_1.0, test12, 1717, 1727) at 06-Aug-2013 01:22:41
Start runing encode (mbh, subshot_060_1.0, test12, 1739, 1749) at 06-Aug-2013 01:22:55
Finish runing encode (mbh, subshot_060_1.0, test12, 1431, 1441) at 06-Aug-2013 01:23:02
Finish runing encode (mbh, subshot_060_1.0, test12, 1453, 1463) at 06-Aug-2013 01:23:08
Start runing encode (mbh, subshot_060_1.0, test12, 1750, 1760) at 06-Aug-2013 01:23:11
Finish runing encode (mbh, subshot_060_1.0, test12, 1519, 1529) at 06-Aug-2013 01:23:19
Finish runing encode (mbh, subshot_060_1.0, test12, 1486, 1496) at 06-Aug-2013 01:23:20
Finish runing encode (mbh, subshot_060_1.0, test12, 1387, 1397) at 06-Aug-2013 01:23:20
Finish runing encode (mbh, subshot_060_1.0, test12, 1475, 1485) at 06-Aug-2013 01:23:22
Start runing encode (mbh, subshot_060_1.0, test12, 1772, 1782) at 06-Aug-2013 01:23:25
Start runing encode (mbh, subshot_060_1.0, test12, 1783, 1793) at 06-Aug-2013 01:23:25
Start runing encode (mbh, subshot_060_1.0, test12, 1761, 1771) at 06-Aug-2013 01:23:25
Start runing encode (mbh, subshot_060_1.0, test12, 1794, 1804) at 06-Aug-2013 01:23:26
Finish runing encode (mbh, subshot_060_1.0, test12, 1365, 1375) at 06-Aug-2013 01:23:29
Finish runing encode (mbh, subshot_060_1.0, test12, 1508, 1518) at 06-Aug-2013 01:23:31
Finish runing encode (mbh, subshot_060_1.0, test12, 1497, 1507) at 06-Aug-2013 01:23:34
Finish runing encode (mbh, subshot_060_1.0, test12, 1398, 1408) at 06-Aug-2013 01:23:37
Start runing encode (mbh, subshot_060_1.0, test12, 1827, 1837) at 06-Aug-2013 01:23:40
Start runing encode (mbh, subshot_060_1.0, test12, 1805, 1815) at 06-Aug-2013 01:23:41
Finish runing encode (mbh, subshot_060_1.0, test12, 1420, 1430) at 06-Aug-2013 01:23:55
Finish runing encode (mbh, subshot_060_1.0, test12, 1376, 1386) at 06-Aug-2013 01:23:59
Finish runing encode (mbh, subshot_060_1.0, test12, 1530, 1540) at 06-Aug-2013 01:24:01
Start runing encode (mbh, subshot_060_1.0, test12, 1838, 1848) at 06-Aug-2013 01:24:11
Start runing encode (mbh, subshot_060_1.0, test12, 1860, 1870) at 06-Aug-2013 01:24:11
Finish runing encode (mbh, subshot_060_1.0, test12, 1552, 1562) at 06-Aug-2013 01:24:21
Finish runing encode (mbh, subshot_060_1.0, test12, 1563, 1573) at 06-Aug-2013 01:24:25
Start runing encode (mbh, subshot_060_1.0, test12, 1871, 1881) at 06-Aug-2013 01:24:25
Finish runing encode (mbh, subshot_060_1.0, test12, 1409, 1419) at 06-Aug-2013 01:24:34
Start runing encode (mbh, subshot_060_1.0, test12, 1893, 1903) at 06-Aug-2013 01:24:41
Start runing encode (mbh, subshot_060_1.0, test12, 1915, 1925) at 06-Aug-2013 01:24:41
Start runing encode (mbh, subshot_060_1.0, test12, 1882, 1892) at 06-Aug-2013 01:24:41
Start runing encode (mbh, subshot_060_1.0, test12, 1904, 1914) at 06-Aug-2013 01:24:41
Finish runing encode (mbh, subshot_060_1.0, test12, 1618, 1628) at 06-Aug-2013 01:24:59
Finish runing encode (mbh, subshot_060_1.0, test12, 1585, 1595) at 06-Aug-2013 01:25:02
Finish runing encode (mbh, subshot_060_1.0, test12, 1607, 1617) at 06-Aug-2013 01:25:08
Start runing encode (mbh, subshot_060_1.0, test12, 1937, 1947) at 06-Aug-2013 01:25:10
Start runing encode (mbh, subshot_060_1.0, test12, 1926, 1936) at 06-Aug-2013 01:25:10
Finish runing encode (mbh, subshot_060_1.0, test12, 1541, 1551) at 06-Aug-2013 01:25:11
Finish runing encode (mbh, subshot_060_1.0, test12, 1629, 1639) at 06-Aug-2013 01:25:19
Finish runing encode (mbh, subshot_060_1.0, test12, 1574, 1584) at 06-Aug-2013 01:25:22
Finish runing encode (mbh, subshot_060_1.0, test12, 1596, 1606) at 06-Aug-2013 01:25:22
Start runing encode (mbh, subshot_060_1.0, test12, 1959, 1969) at 06-Aug-2013 01:25:26
Start runing encode (mbh, subshot_060_1.0, test12, 1970, 1980) at 06-Aug-2013 01:25:27
Start runing encode (mbh, subshot_060_1.0, test12, 1948, 1958) at 06-Aug-2013 01:25:27
Start runing encode (mbh, subshot_060_1.0, test12, 1981, 1991) at 06-Aug-2013 01:25:41
Finish runing encode (mbh, subshot_060_1.0, test12, 1640, 1650) at 06-Aug-2013 01:25:44
Finish runing encode (mbh, subshot_060_1.0, test12, 1651, 1661) at 06-Aug-2013 01:25:46
Start runing encode (mbh, subshot_060_1.0, test12, 1992, 2002) at 06-Aug-2013 01:25:55
Start runing encode (mbh, subshot_060_1.0, test12, 2003, 2013) at 06-Aug-2013 01:25:56
Finish runing encode (mbh, subshot_060_1.0, test12, 1662, 1672) at 06-Aug-2013 01:26:06
Finish runing encode (mbh, subshot_060_1.0, test12, 1673, 1683) at 06-Aug-2013 01:26:06
Finish runing encode (mbh, subshot_060_1.0, test12, 1706, 1716) at 06-Aug-2013 01:26:07
Finish runing encode (mbh, subshot_060_1.0, test12, 1750, 1760) at 06-Aug-2013 01:26:07
Start runing encode (mbh, subshot_060_1.0, test12, 2025, 2035) at 06-Aug-2013 01:26:10
Finish runing encode (mbh, subshot_060_1.0, test12, 1739, 1749) at 06-Aug-2013 01:26:16
Finish runing encode (mbh, subshot_060_1.0, test12, 1684, 1694) at 06-Aug-2013 01:26:18
Finish runing encode (mbh, subshot_060_1.0, test12, 1717, 1727) at 06-Aug-2013 01:26:25
Start runing encode (mbh, subshot_060_1.0, test12, 2069, 2079) at 06-Aug-2013 01:26:25
Start runing encode (mbh, subshot_060_1.0, test12, 2047, 2057) at 06-Aug-2013 01:26:25
Start runing encode (mbh, subshot_060_1.0, test12, 2058, 2068) at 06-Aug-2013 01:26:26

Finish runing encode (mbh, subshot_060_1.0, test12, 1695, 1705) at 06-Aug-2013 01:26:37
Finish runing encode (mbh, subshot_060_1.0, test12, 1827, 1837) at 06-Aug-2013 01:26:39
Start runing encode (mbh, subshot_060_1.0, test12, 2080, 2090) at 06-Aug-2013 01:26:40
Start runing encode (mbh, subshot_060_1.0, test12, 2091, 2101) at 06-Aug-2013 01:26:40
Finish runing encode (mbh, subshot_060_1.0, test12, 1794, 1804) at 06-Aug-2013 01:26:47
Finish runing encode (mbh, subshot_060_1.0, test12, 1783, 1793) at 06-Aug-2013 01:26:47
Start runing encode (mbh, subshot_060_1.0, test12, 2124, 2134) at 06-Aug-2013 01:26:55
Start runing encode (mbh, subshot_060_1.0, test12, 2135, 2145) at 06-Aug-2013 01:26:55
Start runing encode (mbh, subshot_060_1.0, test12, 2102, 2112) at 06-Aug-2013 01:26:55
Finish runing encode (mbh, subshot_060_1.0, test12, 1805, 1815) at 06-Aug-2013 01:27:00
Start runing encode (mbh, subshot_060_1.0, test12, 2146, 2156) at 06-Aug-2013 01:27:12
Finish runing encode (mbh, subshot_060_1.0, test12, 1761, 1771) at 06-Aug-2013 01:27:16
Finish runing encode (mbh, subshot_060_1.0, test12, 1838, 1848) at 06-Aug-2013 01:27:21
Finish runing encode (mbh, subshot_060_1.0, test12, 1816, 1826) at 06-Aug-2013 01:27:25
Start runing encode (mbh, subshot_060_1.0, test12, 2157, 2167) at 06-Aug-2013 01:27:25
Start runing encode (mbh, subshot_060_1.0, test12, 2168, 2178) at 06-Aug-2013 01:27:26
Finish runing encode (mbh, subshot_060_1.0, test12, 1849, 1859) at 06-Aug-2013 01:27:32
Finish runing encode (mbh, subshot_060_1.0, test12, 1860, 1870) at 06-Aug-2013 01:27:38
Start runing encode (mbh, subshot_060_1.0, test12, 2190, 2200) at 06-Aug-2013 01:27:40
Finish runing encode (mbh, subshot_060_1.0, test12, 1871, 1881) at 06-Aug-2013 01:27:46
Start runing encode (mbh, subshot_060_1.0, test12, 2201, 2211) at 06-Aug-2013 01:27:55
Start runing encode (mbh, subshot_060_1.0, test12, 2212, 2222) at 06-Aug-2013 01:27:56
Finish runing encode (mbh, subshot_060_1.0, test12, 1882, 1892) at 06-Aug-2013 01:28:00
Finish runing encode (mbh, subshot_060_1.0, test12, 1915, 1925) at 06-Aug-2013 01:28:01
Finish runing encode (mbh, subshot_060_1.0, test12, 1904, 1914) at 06-Aug-2013 01:28:11
Start runing encode (mbh, subshot_060_1.0, test12, 2223, 2233) at 06-Aug-2013 01:28:11
Start runing encode (mbh, subshot_060_1.0, test12, 2234, 2244) at 06-Aug-2013 01:28:11
Finish runing encode (mbh, subshot_060_1.0, test12, 1937, 1947) at 06-Aug-2013 01:28:17
Finish runing encode (mbh, subshot_060_1.0, test12, 1772, 1782) at 06-Aug-2013 01:28:24
Start runing encode (mbh, subshot_060_1.0, test12, 2245, 2255) at 06-Aug-2013 01:28:25
Start runing encode (mbh, subshot_060_1.0, test12, 2256, 2266) at 06-Aug-2013 01:28:26
Finish runing encode (mbh, subshot_060_1.0, test12, 1926, 1936) at 06-Aug-2013 01:28:27
Finish runing encode (mbh, subshot_060_1.0, test12, 1893, 1903) at 06-Aug-2013 01:28:32
